PID,Province,DID,District,Crop,Year,(Area in '000' Hectares),"(Production in ""000""Tonnes)"
1,Balochistan,,Awaran,Rice,1982-83,0,0
1,Balochistan,,K. Abdullah,Rice,1982-83,0,0
1,Balochistan,,Quetta,Rice,1983-84,0,0
1,Balochistan,,Pishin,Rice,1983-84,0,0
1,Balochistan,,Chagai,Rice,1983-84,0,0
1,Balochistan,,Loralai,Rice,1983-84,0,0
1,Balochistan,,Zhob,Rice,1983-84,0,0
1,Balochistan,,Killa Saifullah,Rice,1983-84,0,0
1,Balochistan,,Musa Khail,Rice,1983-84,0,0
1,Balochistan,,Barkhan,Rice,1983-84,0,0
1,Balochistan,,Sibi,Rice,1983-84,0.4,0.9
1,Balochistan,,Kohlu,Rice,1983-84,0,0
1,Balochistan,,Dera Bughti ,Rice,1983-84,0,0
1,Balochistan,,Ziarat,Rice,1983-84,0,0
1,Balochistan,,Nasirabad ,Rice,1983-84,105.2,331.2
1,Balochistan,,Kachhi,Rice,1983-84,0.3,0.5
1,Balochistan,,Tamboo,Rice,1983-84,0,0
1,Balochistan,,Jafferabad,Rice,1983-84,0,0
1,Balochistan,,Bolan,Rice,1983-84,0,0
1,Balochistan,,Jhal Magsi,Rice,1983-84,0,0
1,Balochistan,,Kalat,Rice,1983-84,0.1,0.1
1,Balochistan,,Khuzdar,Rice,1983-84,1.1,1.3
1,Balochistan,,Kharan,Rice,1983-84,0,0
1,Balochistan,,Lasbela,Rice,1983-84,*,*
1,Balochistan,,Mastung,Rice,1983-84,0,0
1,Balochistan,,Panjgur,Rice,1983-84,0.2,0.3
1,Balochistan,,Gwadar,Rice,1983-84,0,0
1,Balochistan,,Turbat,Rice,1983-84,0.7,1.2
1,Balochistan,,Awaran,Rice,1983-84,0,0
1,Balochistan,,K. Abdullah,Rice,1983-84,0,0
1,Balochistan,,Quetta,Rice,1984-85,0,0
1,Balochistan,,Pishin,Rice,1984-85,0,0
1,Balochistan,,Chagai,Rice,1984-85,0,0
1,Balochistan,,Loralai,Rice,1984-85,0,0
1,Balochistan,,Zhob,Rice,1984-85,0,0
1,Balochistan,,Killa Saifullah,Rice,1984-85,0,0
1,Balochistan,,Musa Khail,Rice,1984-85,0,0
1,Balochistan,,Barkhan,Rice,1984-85,0,0
1,Balochistan,,Sibi,Rice,1984-85,0.3,0.5
1,Balochistan,,Kohlu,Rice,1984-85,0,0
1,Balochistan,,Dera Bughti ,Rice,1984-85,0,0
1,Balochistan,,Ziarat,Rice,1984-85,0,0
1,Balochistan,,Nasirabad ,Rice,1984-85,112.3,314.4
1,Balochistan,,Kachhi,Rice,1984-85,0.8,1.5
1,Balochistan,,Tamboo,Rice,1984-85,0,0
1,Balochistan,,Jafferabad,Rice,1984-85,0,0
1,Balochistan,,Bolan,Rice,1984-85,0,0
1,Balochistan,,Jhal Magsi,Rice,1984-85,0,0
1,Balochistan,,Kalat,Rice,1984-85,*,*
1,Balochistan,,Khuzdar,Rice,1984-85,1.3,1.8
1,Balochistan,,Kharan,Rice,1984-85,0,0
1,Balochistan,,Lasbela,Rice,1984-85,0.1,0.1
1,Balochistan,,Mastung,Rice,1984-85,0,0
1,Balochistan,,Panjgur,Rice,1984-85,0.2,0.2
1,Balochistan,,Gwadar,Rice,1984-85,0,0
1,Balochistan,,Turbat,Rice,1984-85,0.8,1.3
1,Balochistan,,Awaran,Rice,1984-85,0,0
1,Balochistan,,K. Abdullah,Rice,1984-85,0,0
1,Balochistan,,Quetta,Rice,1985-86,0,0
1,Balochistan,,Pishin,Rice,1985-86,0,0
1,Balochistan,,Chagai,Rice,1985-86,0,0
1,Balochistan,,Loralai,Rice,1985-86,0,0
1,Balochistan,,Zhob,Rice,1985-86,0,0
1,Balochistan,,Killa Saifullah,Rice,1985-86,0,0
1,Balochistan,,Musa Khail,Rice,1985-86,0,0
1,Balochistan,,Barkhan,Rice,1985-86,0,0
1,Balochistan,,Sibi,Rice,1985-86,0.3,0.5
1,Balochistan,,Kohlu,Rice,1985-86,0,0
1,Balochistan,,Dera Bughti ,Rice,1985-86,0,0
1,Balochistan,,Ziarat,Rice,1985-86,0,0
1,Balochistan,,Nasirabad ,Rice,1985-86,90.8,250
1,Balochistan,,Kachhi,Rice,1985-86,0.8,1.5
1,Balochistan,,Tamboo,Rice,1985-86,0,0
1,Balochistan,,Jafferabad,Rice,1985-86,0,0
1,Balochistan,,Bolan,Rice,1985-86,0,0
1,Balochistan,,Jhal Magsi,Rice,1985-86,0,0
1,Balochistan,,Kalat,Rice,1985-86,*,*
1,Balochistan,,Khuzdar,Rice,1985-86,1.3,1.9
1,Balochistan,,Kharan,Rice,1985-86,0,0
1,Balochistan,,Lasbela,Rice,1985-86,0.1,0.1
1,Balochistan,,Mastung,Rice,1985-86,0,0
1,Balochistan,,Panjgur,Rice,1985-86,0.2,0.2
1,Balochistan,,Gwadar,Rice,1985-86,0,0
1,Balochistan,,Turbat,Rice,1985-86,0.6,1
1,Balochistan,,Awaran,Rice,1985-86,0,0
1,Balochistan,,K. Abdullah,Rice,1985-86,0,0
1,Balochistan,,Quetta,Rice,1986-87,0,0
1,Balochistan,,Pishin,Rice,1986-87,0,0
1,Balochistan,,Chagai,Rice,1986-87,0,0
1,Balochistan,,Loralai,Rice,1986-87,0,0
1,Balochistan,,Zhob,Rice,1986-87,0,0
1,Balochistan,,Killa Saifullah,Rice,1986-87,0,0
1,Balochistan,,Musa Khail,Rice,1986-87,0,0
1,Balochistan,,Barkhan,Rice,1986-87,0,0
1,Balochistan,,Sibi,Rice,1986-87,0.2,0.4
1,Balochistan,,Kohlu,Rice,1986-87,0,0
1,Balochistan,,Dera Bughti ,Rice,1986-87,0,0
1,Balochistan,,Ziarat,Rice,1986-87,0,0
1,Balochistan,,Nasirabad ,Rice,1986-87,0,0
1,Balochistan,,Kachhi,Rice,1986-87,0.7,2.2
1,Balochistan,,Tamboo,Rice,1986-87,96,278.7
1,Balochistan,,Jafferabad,Rice,1986-87,0,0
1,Balochistan,,Bolan,Rice,1986-87,0,0
1,Balochistan,,Jhal Magsi,Rice,1986-87,0,0
1,Balochistan,,Kalat,Rice,1986-87,0,0
1,Balochistan,,Khuzdar,Rice,1986-87,1.3,1.9
1,Balochistan,,Kharan,Rice,1986-87,0,0
1,Balochistan,,Lasbela,Rice,1986-87,0,0
1,Balochistan,,Mastung,Rice,1986-87,0,0
1,Balochistan,,Panjgur,Rice,1986-87,0.2,0.2
1,Balochistan,,Gwadar,Rice,1986-87,0,0
1,Balochistan,,Turbat,Rice,1986-87,0.7,1.3
1,Balochistan,,Awaran,Rice,1986-87,0,0
1,Balochistan,,K. Abdullah,Rice,1986-87,0,0
1,Balochistan,,Quetta,Rice,1987-88,0,0
1,Balochistan,,Pishin,Rice,1987-88,0,0
1,Balochistan,,Chagai,Rice,1987-88,0,0
1,Balochistan,,Loralai,Rice,1987-88,0,0
1,Balochistan,,Zhob,Rice,1987-88,0,0
1,Balochistan,,Killa Saifullah,Rice,1987-88,0,0
1,Balochistan,,Musa Khail,Rice,1987-88,0,0
1,Balochistan,,Barkhan,Rice,1987-88,0,0
1,Balochistan,,Sibi,Rice,1987-88,0.2,0.3
1,Balochistan,,Kohlu,Rice,1987-88,0,0
1,Balochistan,,Dera Bughti ,Rice,1987-88,0,0
1,Balochistan,,Ziarat,Rice,1987-88,0,0
1,Balochistan,,Nasirabad ,Rice,1987-88,0,0
1,Balochistan,,Kachhi,Rice,1987-88,0.7,2.3
1,Balochistan,,Tamboo,Rice,1987-88,92.5,238.2
1,Balochistan,,Jafferabad,Rice,1987-88,0,0
1,Balochistan,,Bolan,Rice,1987-88,0,0
1,Balochistan,,Jhal Magsi,Rice,1987-88,0,0
1,Balochistan,,Kalat,Rice,1987-88,0,0
1,Balochistan,,Khuzdar,Rice,1987-88,0.4,0.5
1,Balochistan,,Kharan,Rice,1987-88,0,0
1,Balochistan,,Lasbela,Rice,1987-88,0.1,0.1
1,Balochistan,,Mastung,Rice,1987-88,0,0
1,Balochistan,,Panjgur,Rice,1987-88,0.1,0.2
1,Balochistan,,Gwadar,Rice,1987-88,0,0
1,Balochistan,,Turbat,Rice,1987-88,0.9,2
1,Balochistan,,Awaran,Rice,1987-88,0,0
1,Balochistan,,K. Abdullah,Rice,1987-88,0,0
1,Balochistan,,Quetta,Rice,1988-89,0,0
1,Balochistan,,Pishin,Rice,1988-89,0,0
1,Balochistan,,Chagai,Rice,1988-89,0,0
1,Balochistan,,Loralai,Rice,1988-89,0,0
1,Balochistan,,Zhob,Rice,1988-89,0,0
1,Balochistan,,Killa Saifullah,Rice,1988-89,0,0
1,Balochistan,,Musa Khail,Rice,1988-89,0,0
1,Balochistan,,Barkhan,Rice,1988-89,0,0
1,Balochistan,,Sibi,Rice,1988-89,0.2,0.3
1,Balochistan,,Kohlu,Rice,1988-89,0,0
1,Balochistan,,Dera Bughti ,Rice,1988-89,,0.1
1,Balochistan,,Ziarat,Rice,1988-89,0,0
1,Balochistan,,Nasirabad ,Rice,1988-89,0,0
1,Balochistan,,Kachhi,Rice,1988-89,0.9,2.5
1,Balochistan,,Tamboo,Rice,1988-89,39.5,105.8
1,Balochistan,,Jafferabad,Rice,1988-89,64.4,167.2
1,Balochistan,,Bolan,Rice,1988-89,0,0
1,Balochistan,,Jhal Magsi,Rice,1988-89,0,0
1,Balochistan,,Kalat,Rice,1988-89,0,0
1,Balochistan,,Khuzdar,Rice,1988-89,0.6,1
1,Balochistan,,Kharan,Rice,1988-89,0,0
1,Balochistan,,Lasbela,Rice,1988-89,0.1,0.1
1,Balochistan,,Mastung,Rice,1988-89,0,0
1,Balochistan,,Panjgur,Rice,1988-89,0.1,0.1
1,Balochistan,,Gwadar,Rice,1988-89,0,0
1,Balochistan,,Turbat,Rice,1988-89,0.9,2.1
1,Balochistan,,Awaran,Rice,1988-89,0,0
1,Balochistan,,K. Abdullah,Rice,1988-89,0,0
1,Balochistan,,Quetta,Rice,1989-90,0,0
1,Balochistan,,Pishin,Rice,1989-90,0,0
1,Balochistan,,Chagai,Rice,1989-90,0,0
1,Balochistan,,Loralai,Rice,1989-90,0,0
1,Balochistan,,Zhob,Rice,1989-90,0,0
1,Balochistan,,Killa Saifullah,Rice,1989-90,0,0
1,Balochistan,,Musa Khail,Rice,1989-90,0,0
1,Balochistan,,Barkhan,Rice,1989-90,0,0
1,Balochistan,,Sibi,Rice,1989-90,0.2,0.4
1,Balochistan,,Kohlu,Rice,1989-90,0,0
1,Balochistan,,Dera Bughti ,Rice,1989-90,0,0
1,Balochistan,,Ziarat,Rice,1989-90,0,0
1,Balochistan,,Nasirabad ,Rice,1989-90,0,0
1,Balochistan,,Kachhi,Rice,1989-90,0.9,2.5
1,Balochistan,,Tamboo,Rice,1989-90,40,107.7
1,Balochistan,,Jafferabad,Rice,1989-90,65.3,169.1
1,Balochistan,,Bolan,Rice,1989-90,0,0
1,Balochistan,,Jhal Magsi,Rice,1989-90,0,0
1,Balochistan,,Kalat,Rice,1989-90,0,0
1,Balochistan,,Khuzdar,Rice,1989-90,0.7,1.1
1,Balochistan,,Kharan,Rice,1989-90,0,0
1,Balochistan,,Lasbela,Rice,1989-90,0,0
1,Balochistan,,Mastung,Rice,1989-90,0,0
1,Balochistan,,Panjgur,Rice,1989-90,0.1,0.1
1,Balochistan,,Gwadar,Rice,1989-90,0,0
1,Balochistan,,Turbat,Rice,1989-90,1,2.4
1,Balochistan,,Awaran,Rice,1989-90,0,0
1,Balochistan,,K. Abdullah,Rice,1989-90,0,0
1,Balochistan,,Quetta,Rice,1990-91,0,0
1,Balochistan,,Pishin,Rice,1990-91,0,0
1,Balochistan,,Chagai,Rice,1990-91,0,0
1,Balochistan,,Loralai,Rice,1990-91,0,0
1,Balochistan,,Zhob,Rice,1990-91,0,0
1,Balochistan,,Killa Saifullah,Rice,1990-91,0,0
1,Balochistan,,Musa Khail,Rice,1990-91,0,0
1,Balochistan,,Barkhan,Rice,1990-91,0,0
1,Balochistan,,Sibi,Rice,1990-91,0.2,0.4
1,Balochistan,,Kohlu,Rice,1990-91,0,0
1,Balochistan,,Dera Bughti ,Rice,1990-91,0,0
1,Balochistan,,Ziarat,Rice,1990-91,0,0
1,Balochistan,,Nasirabad ,Rice,1990-91,0,0
1,Balochistan,,Kachhi,Rice,1990-91,0.8,2.6
1,Balochistan,,Tamboo,Rice,1990-91,40.1,107.2
1,Balochistan,,Jafferabad,Rice,1990-91,65.7,173.1
1,Balochistan,,Bolan,Rice,1990-91,0,0
1,Balochistan,,Jhal Magsi,Rice,1990-91,0,0
1,Balochistan,,Kalat,Rice,1990-91,0,0
1,Balochistan,,Khuzdar,Rice,1990-91,0.7,1.1
1,Balochistan,,Kharan,Rice,1990-91,0,0
1,Balochistan,,Lasbela,Rice,1990-91,0,0
1,Balochistan,,Mastung,Rice,1990-91,0,0
1,Balochistan,,Panjgur,Rice,1990-91,0.1,0.1
1,Balochistan,,Gwadar,Rice,1990-91,0,0
1,Balochistan,,Turbat,Rice,1990-91,1.1,2.6
1,Balochistan,,Awaran,Rice,1990-91,0,0
1,Balochistan,,K. Abdullah,Rice,1990-91,0,0
1,Balochistan,,Quetta,Rice,1991-92,0,0
1,Balochistan,,Pishin,Rice,1991-92,0,0
1,Balochistan,,Chagai,Rice,1991-92,0,0
1,Balochistan,,Loralai,Rice,1991-92,0,0
1,Balochistan,,Zhob,Rice,1991-92,0,0
1,Balochistan,,Killa Saifullah,Rice,1991-92,0,0
1,Balochistan,,Musa Khail,Rice,1991-92,0,0
1,Balochistan,,Barkhan,Rice,1991-92,0,0
1,Balochistan,,Sibi,Rice,1991-92,0.2,0.4
1,Balochistan,,Kohlu,Rice,1991-92,0,0
1,Balochistan,,Dera Bughti ,Rice,1991-92,0,0
1,Balochistan,,Ziarat,Rice,1991-92,0,0
1,Balochistan,,Nasirabad ,Rice,1991-92,0,0
1,Balochistan,,Kachhi,Rice,1991-92,0.9,2.6
1,Balochistan,,Tamboo,Rice,1991-92,40.3,104.8
1,Balochistan,,Jafferabad,Rice,1991-92,66.2,177.9
1,Balochistan,,Bolan,Rice,1991-92,0,0
1,Balochistan,,Jhal Magsi,Rice,1991-92,0,0
1,Balochistan,,Kalat,Rice,1991-92,0,0
1,Balochistan,,Khuzdar,Rice,1991-92,1.2,1.9
1,Balochistan,,Kharan,Rice,1991-92,0,0
1,Balochistan,,Lasbela,Rice,1991-92,0,0
1,Balochistan,,Mastung,Rice,1991-92,0,0
1,Balochistan,,Panjgur,Rice,1991-92,0,0
1,Balochistan,,Gwadar,Rice,1991-92,0,0
1,Balochistan,,Turbat,Rice,1991-92,1.2,2.8
1,Balochistan,,Awaran,Rice,1991-92,0,0
1,Balochistan,,K. Abdullah,Rice,1991-92,0,0
1,Balochistan,,Quetta,Rice,1992-93,0,0
1,Balochistan,,Pishin,Rice,1992-93,0,0
1,Balochistan,,Chagai,Rice,1992-93,0,0
1,Balochistan,,Loralai,Rice,1992-93,0,0
1,Balochistan,,Zhob,Rice,1992-93,0,0
1,Balochistan,,Killa Saifullah,Rice,1992-93,0,0
1,Balochistan,,Musa Khail,Rice,1992-93,0,0
1,Balochistan,,Barkhan,Rice,1992-93,0,0
1,Balochistan,,Sibi,Rice,1992-93,0.2,0.4
1,Balochistan,,Kohlu,Rice,1992-93,0,0
1,Balochistan,,Dera Bughti ,Rice,1992-93,0,0
1,Balochistan,,Ziarat,Rice,1992-93,0,0
1,Balochistan,,Nasirabad ,Rice,1992-93,47,132.4
1,Balochistan,,Kachhi,Rice,1992-93,0,0
1,Balochistan,,Tamboo,Rice,1992-93,0,0
1,Balochistan,,Jafferabad,Rice,1992-93,68,183
1,Balochistan,,Bolan,Rice,1992-93,0,0
1,Balochistan,,Jhal Magsi,Rice,1992-93,0.9,2.7
1,Balochistan,,Kalat,Rice,1992-93,0,0
1,Balochistan,,Khuzdar,Rice,1992-93,3.6,6.3
1,Balochistan,,Kharan,Rice,1992-93,0,0
1,Balochistan,,Lasbela,Rice,1992-93,0,0
1,Balochistan,,Mastung,Rice,1992-93,0,0
1,Balochistan,,Panjgur,Rice,1992-93,0,0
1,Balochistan,,Gwadar,Rice,1992-93,0,0
1,Balochistan,,Turbat,Rice,1992-93,1.1,2.7
1,Balochistan,,Awaran,Rice,1992-93,0,0
1,Balochistan,,K. Abdullah,Rice,1992-93,0,0
1,Balochistan,,Quetta,Rice,1993-94,0,0
1,Balochistan,,Pishin,Rice,1993-94,0,0
1,Balochistan,,Chagai,Rice,1993-94,0,0
1,Balochistan,,Loralai,Rice,1993-94,0,0
1,Balochistan,,Zhob,Rice,1993-94,0,0
1,Balochistan,,Killa Saifullah,Rice,1993-94,0,0
1,Balochistan,,Musa Khail,Rice,1993-94,0,0
1,Balochistan,,Barkhan,Rice,1993-94,0,0
1,Balochistan,,Sibi,Rice,1993-94,0.2,0.4
1,Balochistan,,Kohlu,Rice,1993-94,0,0
1,Balochistan,,Dera Bughti ,Rice,1993-94,0,0
1,Balochistan,,Ziarat,Rice,1993-94,0,0
1,Balochistan,,Nasirabad ,Rice,1993-94,48,138.9
1,Balochistan,,Kachhi,Rice,1993-94,0,0
1,Balochistan,,Tamboo,Rice,1993-94,0,0
1,Balochistan,,Jafferabad,Rice,1993-94,68.1,183.7
1,Balochistan,,Bolan,Rice,1993-94,0,0
1,Balochistan,,Jhal Magsi,Rice,1993-94,0.9,2.8
1,Balochistan,,Kalat,Rice,1993-94,0,0
1,Balochistan,,Khuzdar,Rice,1993-94,2.7,5
1,Balochistan,,Kharan,Rice,1993-94,0,0
1,Balochistan,,Lasbela,Rice,1993-94,0,0
1,Balochistan,,Mastung,Rice,1993-94,0,0
1,Balochistan,,Panjgur,Rice,1993-94,0.1,0.1
1,Balochistan,,Gwadar,Rice,1993-94,0,0
1,Balochistan,,Turbat,Rice,1993-94,0.9,2.3
1,Balochistan,,Awaran,Rice,1993-94,0,0
1,Balochistan,,K. Abdullah,Rice,1993-94,0,0
1,Balochistan,,Quetta,Rice,1994-95,0,0
1,Balochistan,,Pishin,Rice,1994-95,0,0
1,Balochistan,,Chagai,Rice,1994-95,0,0
1,Balochistan,,Loralai,Rice,1994-95,0,0
1,Balochistan,,Zhob,Rice,1994-95,0,0
1,Balochistan,,Killa Saifullah,Rice,1994-95,0,0
1,Balochistan,,Musa Khail,Rice,1994-95,0,0
1,Balochistan,,Barkhan,Rice,1994-95,0,0
1,Balochistan,,Sibi,Rice,1994-95,0.2,0.4
1,Balochistan,,Kohlu,Rice,1994-95,0,0
1,Balochistan,,Dera Bughti ,Rice,1994-95,0,0
1,Balochistan,,Ziarat,Rice,1994-95,0,0
1,Balochistan,,Nasirabad ,Rice,1994-95,48.4,87.6
1,Balochistan,,Kachhi,Rice,1994-95,0,0
1,Balochistan,,Tamboo,Rice,1994-95,0,0
1,Balochistan,,Jafferabad,Rice,1994-95,70.5,139.9
1,Balochistan,,Bolan,Rice,1994-95,0.5,1.1
1,Balochistan,,Jhal Magsi,Rice,1994-95,0.9,2
1,Balochistan,,Kalat,Rice,1994-95,0,0
1,Balochistan,,Khuzdar,Rice,1994-95,2.7,4.3
1,Balochistan,,Kharan,Rice,1994-95,0,0
1,Balochistan,,Lasbela,Rice,1994-95,0.1,0.1
1,Balochistan,,Mastung,Rice,1994-95,0,0
1,Balochistan,,Panjgur,Rice,1994-95,0.1,0.1
1,Balochistan,,Gwadar,Rice,1994-95,0,0
1,Balochistan,,Turbat,Rice,1994-95,0.9,2.1
1,Balochistan,,Awaran,Rice,1994-95,0,0
1,Balochistan,,K. Abdullah,Rice,1994-95,0,0
1,Balochistan,,Quetta,Rice,1995-96,0,0
1,Balochistan,,Pishin,Rice,1995-96,0,0
1,Balochistan,,Chagai,Rice,1995-96,0,0
1,Balochistan,,Loralai,Rice,1995-96,0,0
1,Balochistan,,Zhob,Rice,1995-96,0,0
1,Balochistan,,Killa Saifullah,Rice,1995-96,0,0
1,Balochistan,,Musa Khail,Rice,1995-96,0,0
1,Balochistan,,Barkhan,Rice,1995-96,0,0
1,Balochistan,,Sibi,Rice,1995-96,0.2,0.4
1,Balochistan,,Kohlu,Rice,1995-96,0,0
1,Balochistan,,Dera Bughti ,Rice,1995-96,0,0
1,Balochistan,,Ziarat,Rice,1995-96,0,0
1,Balochistan,,Nasirabad ,Rice,1995-96,48.5,134.3
1,Balochistan,,Kachhi,Rice,1995-96,0,0
1,Balochistan,,Tamboo,Rice,1995-96,0,0
1,Balochistan,,Jafferabad,Rice,1995-96,74,202
1,Balochistan,,Bolan,Rice,1995-96,0.5,1.1
1,Balochistan,,Jhal Magsi,Rice,1995-96,0.9,2.8
1,Balochistan,,Kalat,Rice,1995-96,0,0
1,Balochistan,,Khuzdar,Rice,1995-96,2.7,4.8
1,Balochistan,,Kharan,Rice,1995-96,0,0
1,Balochistan,,Lasbela,Rice,1995-96,0.1,0.1
1,Balochistan,,Mastung,Rice,1995-96,0,0
1,Balochistan,,Panjgur,Rice,1995-96,0.1,0.1
1,Balochistan,,Gwadar,Rice,1995-96,0,0
1,Balochistan,,Turbat,Rice,1995-96,1,2.5
1,Balochistan,,Awaran,Rice,1995-96,0,0
1,Balochistan,,K. Abdullah,Rice,1995-96,0,0
1,Balochistan,,Quetta,Rice,1996-97,0,0
1,Balochistan,,Pishin,Rice,1996-97,0,0
1,Balochistan,,Chagai,Rice,1996-97,0,0
1,Balochistan,,Loralai,Rice,1996-97,0,0
1,Balochistan,,Zhob,Rice,1996-97,0,0
1,Balochistan,,Killa Saifullah,Rice,1996-97,0,0
1,Balochistan,,Musa Khail,Rice,1996-97,0,0
1,Balochistan,,Barkhan,Rice,1996-97,0,0
1,Balochistan,,Sibi,Rice,1996-97,0.2,0.4
1,Balochistan,,Kohlu,Rice,1996-97,0,0
1,Balochistan,,Dera Bughti ,Rice,1996-97,0,0
1,Balochistan,,Ziarat,Rice,1996-97,0,0
1,Balochistan,,Nasirabad ,Rice,1996-97,49.2,137.1
1,Balochistan,,Kachhi,Rice,1996-97,0,0
1,Balochistan,,Tamboo,Rice,1996-97,0,0
1,Balochistan,,Jafferabad,Rice,1996-97,75.7,207.8
1,Balochistan,,Bolan,Rice,1996-97,0,0
1,Balochistan,,Jhal Magsi,Rice,1996-97,1,2.9
1,Balochistan,,Kalat,Rice,1996-97,0,0
1,Balochistan,,Khuzdar,Rice,1996-97,2.8,4.8
1,Balochistan,,Kharan,Rice,1996-97,0,0
1,Balochistan,,Lasbela,Rice,1996-97,0.1,0.1
1,Balochistan,,Mastung,Rice,1996-97,0,0
1,Balochistan,,Panjgur,Rice,1996-97,0.1,0.1
1,Balochistan,,Gwadar,Rice,1996-97,0,0
1,Balochistan,,Turbat,Rice,1996-97,1,2.6
1,Balochistan,,Awaran,Rice,1996-97,0,0
1,Balochistan,,K. Abdullah,Rice,1996-97,0,0
1,Balochistan,,Quetta,Rice,1997-98,0,0
1,Balochistan,,Pishin,Rice,1997-98,0,0
1,Balochistan,,Chagai,Rice,1997-98,0,0
1,Balochistan,,Loralai,Rice,1997-98,0,0
1,Balochistan,,Zhob,Rice,1997-98,0,0
1,Balochistan,,Killa Saifullah,Rice,1997-98,0,0
1,Balochistan,,Musa Khail,Rice,1997-98,0,0
1,Balochistan,,Barkhan,Rice,1997-98,0,0
1,Balochistan,,Sibi,Rice,1997-98,0.1,0.2
1,Balochistan,,Kohlu,Rice,1997-98,0,0
1,Balochistan,,Dera Bughti ,Rice,1997-98,0,0
1,Balochistan,,Ziarat,Rice,1997-98,0,0
1,Balochistan,,Nasirabad ,Rice,1997-98,51.1,144.8
1,Balochistan,,Kachhi,Rice,1997-98,0,0
1,Balochistan,,Tamboo,Rice,1997-98,0,0
1,Balochistan,,Jafferabad,Rice,1997-98,92.5,254.1
1,Balochistan,,Bolan,Rice,1997-98,0,0
1,Balochistan,,Jhal Magsi,Rice,1997-98,0.2,0.7
1,Balochistan,,Kalat,Rice,1997-98,0,0
1,Balochistan,,Khuzdar,Rice,1997-98,6.3,11.5
1,Balochistan,,Kharan,Rice,1997-98,0,0
1,Balochistan,,Lasbela,Rice,1997-98,0,0
1,Balochistan,,Mastung,Rice,1997-98,0,0
1,Balochistan,,Panjgur,Rice,1997-98,0.1,0.1
1,Balochistan,,Gwadar,Rice,1997-98,0,0
1,Balochistan,,Turbat,Rice,1997-98,1,2.5
1,Balochistan,,Awaran,Rice,1997-98,0,0
1,Balochistan,,K. Abdullah,Rice,1997-98,0,0
1,Balochistan,,Quetta,Rice,1998-99,0,0
1,Balochistan,,Pishin,Rice,1998-99,0,0
1,Balochistan,,Chagai,Rice,1998-99,0,0
1,Balochistan,,Loralai,Rice,1998-99,0,0
1,Balochistan,,Zhob,Rice,1998-99,0,0
1,Balochistan,,Killa Saifullah,Rice,1998-99,0,0
1,Balochistan,,Musa Khail,Rice,1998-99,0,0
1,Balochistan,,Barkhan,Rice,1998-99,0,0
1,Balochistan,,Sibi,Rice,1998-99,0.1,0.3
1,Balochistan,,Kohlu,Rice,1998-99,0,0
1,Balochistan,,Dera Bughti ,Rice,1998-99,0,0
1,Balochistan,,Ziarat,Rice,1998-99,0,0
1,Balochistan,,Nasirabad ,Rice,1998-99,57.2,161.7
1,Balochistan,,Kachhi,Rice,1998-99,0,0
1,Balochistan,,Tamboo,Rice,1998-99,0,0
1,Balochistan,,Jafferabad,Rice,1998-99,93.4,256.5
1,Balochistan,,Bolan,Rice,1998-99,0,0
1,Balochistan,,Jhal Magsi,Rice,1998-99,0.2,0.6
1,Balochistan,,Kalat,Rice,1998-99,0,0
1,Balochistan,,Khuzdar,Rice,1998-99,6.4,11.8
1,Balochistan,,Kharan,Rice,1998-99,0,0
1,Balochistan,,Lasbela,Rice,1998-99,0,0.1
1,Balochistan,,Mastung,Rice,1998-99,0,0
1,Balochistan,,Panjgur,Rice,1998-99,0,0.1
1,Balochistan,,Gwadar,Rice,1998-99,0,0
1,Balochistan,,Turbat,Rice,1998-99,1.1,2.8
1,Balochistan,,Awaran,Rice,1998-99,0,0
1,Balochistan,,K. Abdullah,Rice,1998-99,0,0
1,Balochistan,,Quetta,Rice,1999-00,0,0
1,Balochistan,,Pishin,Rice,1999-00,0,0
1,Balochistan,,Chagai,Rice,1999-00,0,0
1,Balochistan,,Loralai,Rice,1999-00,0,0
1,Balochistan,,Zhob,Rice,1999-00,0,0
1,Balochistan,,Killa Saifullah,Rice,1999-00,0,0
1,Balochistan,,Musa Khail,Rice,1999-00,0,0
1,Balochistan,,Barkhan,Rice,1999-00,0,0
1,Balochistan,,Sibi,Rice,1999-00,0,0.1
1,Balochistan,,Kohlu,Rice,1999-00,0,0
1,Balochistan,,Dera Bughti ,Rice,1999-00,0,0
1,Balochistan,,Ziarat,Rice,1999-00,0,0
1,Balochistan,,Nasirabad ,Rice,1999-00,53.4,159
1,Balochistan,,Kachhi,Rice,1999-00,0,0
1,Balochistan,,Tamboo,Rice,1999-00,0,0
1,Balochistan,,Jafferabad,Rice,1999-00,87.4,248.1
1,Balochistan,,Bolan,Rice,1999-00,0,0
1,Balochistan,,Jhal Magsi,Rice,1999-00,0.2,0.6
1,Balochistan,,Kalat,Rice,1999-00,0,0
1,Balochistan,,Khuzdar,Rice,1999-00,6.4,11.9
1,Balochistan,,Kharan,Rice,1999-00,0,0
1,Balochistan,,Lasbela,Rice,1999-00,0,0.1
1,Balochistan,,Mastung,Rice,1999-00,0,0
1,Balochistan,,Panjgur,Rice,1999-00,0,0
1,Balochistan,,Gwadar,Rice,1999-00,0,0
1,Balochistan,,Turbat,Rice,1999-00,1.1,2.6
1,Balochistan,,Awaran,Rice,1999-00,0,0
1,Balochistan,,K. Abdullah,Rice,1999-00,0,0
1,Balochistan,,Quetta,Rice,2000-01,0,0
1,Balochistan,,Pishin,Rice,2000-01,0,0
